responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,menggunakan_ecommerce?,ecommerce_pilihan_1,ecommerce_pilihan_2,ecommerce_pilihan_3,ecommerce_pilihan_4,ecommerce_pilihan_5,tujuan_1,tujuan_2,tujuan_3,tujuan_4,tujuan_5,alasan_1,alasan_2,alasan_3,alasan_4,alasan_5,keluhan_1,keluhan_2,keluhan_3
530,Perempuan,15-20 tahun,SMA,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
531,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,,buku/koleksi,,,,,,,,
532,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,,,,,makanan/minuman,tiket pesawat,buku/koleksi,,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
533,Laki – laki,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
534,Perempuan,31-40 tahun,SMA,Rp 2 juta – Rp 5 juta,,,,,,ya,Tokopedia,Shopee,Lazada,,,,,,,,,,,,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
535,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
536,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,,,,handphone,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
537,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
538,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,,Lebih murah,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
539,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,,buku/koleksi,,,,,,,,
540,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,,,,
541,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,handphone,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
542,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
543,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,Tokopedia,Shopee,,,,,,,,buku/koleksi,,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
544,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
545,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,,Lazada,,,fashion,,,,,,,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,
546,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
547,Laki – laki,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
548,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,,,,,
549,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,,Shopee,,,,fashion,handphone,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
550,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,handphone,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
551,Laki – laki,21-30 tahun,SMA,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,,Lebih murah,Banyak promo,,,,,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
552,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,Tokopedia,Shopee,Lazada,,,fashion,handphone,,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
553,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,,,ya,Tokopedia,Shopee,,,Traveloka,fashion,,,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,,,,,,
554,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
555,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,,,fashion,,makanan/minuman,tiket pesawat,,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
556,tidak menjawab,tidak menjawab,tidak menjawab,tidak menjawab,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",Traveloka,,,makanan/minuman,tiket pesawat,buku/koleksi,,,,,,,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
557,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,handphone,,tiket pesawat,buku/koleksi,,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
558,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,handphone,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
559,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,,,,handphone,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
560,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,,Traveloka,fashion,handphone,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,,,,
561,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,fashion,,,tiket pesawat,,,,,,,"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
562,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,,,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
563,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",Traveloka,,,,tiket pesawat,,,Banyak promo,,,,"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,
564,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,,,,,,,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
565,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,,,,,,,,,
566,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,Tokopedia,Shopee,,,Traveloka,fashion,handphone,,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,,"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
567,Perempuan,15-20 tahun,S1,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,,,ya,,,,"Gojek (GoFood, GoShop, dll)",Traveloka,fashion,,makanan/minuman,tiket pesawat,,,,,,,,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
568,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
569,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
570,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",Traveloka,fashion,,,tiket pesawat,buku/koleksi,,Banyak promo,,,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
571,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,,,Banyak promo,,,,,,
572,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
573,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,handphone,,,buku/koleksi,,,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,
574,Perempuan,21-30 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,,tiket pesawat,buku/koleksi,,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,
575,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,,,,handphone,makanan/minuman,tiket pesawat,buku/koleksi,,Banyak promo,,,,,,
576,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
577,Laki – laki,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
578,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,Lazada,,,fashion,,,tiket pesawat,buku/koleksi,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,,"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
579,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
580,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,,tiket pesawat,buku/koleksi,,Banyak promo,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
581,Perempuan,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,,,"Gojek (GoFood, GoShop, dll)",Traveloka,,,makanan/minuman,tiket pesawat,,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,
582,Perempuan,41-50 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
583,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
584,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,Shopee,,,,fashion,,,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
585,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,ya,Tokopedia,,,,,,,makanan/minuman,,,,,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
586,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,,,,,,,,,,,,,"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
587,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,,Traveloka,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
588,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,,,,,
589,Perempuan,41-50 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,ya,Tokopedia,Shopee,,,,fashion,,,tiket pesawat,,,Banyak promo,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
590,Perempuan,>50 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,makanan/minuman,,,Lebih murah,,,,,,,
591,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,Tokopedia,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,buku/koleksi,,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,,"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
592,Perempuan,15-20 tahun,SMA,tidak menjawab,,,Mengikuti kelas online,Akses media sosial,,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,,Lebih murah,,,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
593,Perempuan,21-30 tahun,S1,> Rp 10 juta,Berbelanja online,,,,Melakukan konsultasi kesehatan secara online,ya,,Shopee,,"Gojek (GoFood, GoShop, dll)",,fashion,,makanan/minuman,tiket pesawat,buku/koleksi,Lebih murah,Banyak promo,Lebih banyak pilihan toko dan produk,Dapat belanja kapan saja dan di mana saja,Menghindari keramaian (karena COVID-19),"Pembayaran sudah dilakukan, tetapi barang ternyata tidak tersedia",,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
594,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,,,,,,,tiket pesawat,buku/koleksi,,,,Dapat belanja kapan saja dan di mana saja,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
595,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,,,,ya,Tokopedia,,,"Gojek (GoFood, GoShop, dll)",,,,,tiket pesawat,,,,,Dapat belanja kapan saja dan di mana saja,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs
